[eebir: iäbbár , iäbbárân , iäbbárist , iäbbáráin
salâsteijee : salâsteijein, salâsteijest, salâsteijei, salâsteijee
saneerim : saneeriimáin, saneeriimist, saneeriimân, saneerim
saneerim : saneerim , saneeriimân , saneeriimist , saneeriimáin
sanniittâs : sanniittâssáin, sanniittâsâst, sanniittâsân, sanniittâs
sappe : sape , saapan , sappeest , soppijn
sappe : soppijn, sappeest, saapan, sape
satelliitanden : satelliitandenáin, satelliitandenist, satelliitandenân, satelliitanden
sattum : sattumáin, sattumist, sattumân, sattum
savo : savonáin, savonist, savonân, savvoon
savzâ : savzáin, saavzâst, saavzân, saavzâ
saŋkko : saŋkkoin, saŋkkoost, saaŋkon, saŋko
saŋkko : saŋko , saaŋkon , saŋkkoost , saŋkkoin
seeddâl : sedâláin, sedâlist, sedâlân, seeddâl
seeibuš : seibušáin, seibušist, seibušân, seibuš
seesooŋk : sesoŋkáin, sesoŋkist, sesoŋkân, seesooŋk
seevtil : siähtáláin, siähtálist, siähtálân, siähtál
seevŋil : siävŋáláin, siävŋálist, siävŋálân, siävŋál
seevŋâl : sevŋâláin, sevŋâlist, sevŋâlân, sevŋâl
seeččâl : sečâláin, sečâlist, sečâlân, seeččâl
sehhim : sehhiimáin, sehhiimist, sehhiimân, sehhim
seibi : seeibi , siäibán , seeibist , seibijn
seibi : seibijn, seeibist, siäibán, seeibi
seilâ : seiláin, seeilâst, seeilân, seeilâ
seimi : seimijn, seeimist, seeimin, seeimi
sekkâ : seehâ , seekân , seehâst , sehháin
sektor : sektoráin, sektorist, sektorân, sektor
seller : selleráin, sellerist, sellerân, seller
semptalin : semptalináin, semptalinist, semptalinân, semptalin
sendil : sendiláin, sendilist, sendilân, sendil
sensor : sensoráin, sensorist, sensorân, sensor
senttilitter : senttilitteráin, senttilitterist, senttilitterân, senttilitter
senttimeetter : senttimeetteráin, senttimeetterist, senttimeetterân, senttimeetter
separaattor : separaattoráin, separaattorist, separaattorân, separaattor
sermâ : sermáin, seermâst, seermân, seermâ
sertifisistem : sertifisistmáin, sertifisistmist, sertifisistmân, sertifisistem
servâm : servâmáin, servâmist, servâmân, servâm
sevŋâdâs : sevŋâdâssáin, sevŋâdâsâst, sevŋâdâsân, sevŋâdâs
seŋgâ : seŋgáin, seeŋgâst, seeŋgân, seeŋgâ
seŋkka : seŋka , seeŋkan , seŋkkaast , seŋkkain
seŋkka : seŋkkain, seŋkkaast, seeŋkan, seŋka
sečâlâs : sečâlâssáin, sečâlâsâst, sečâlâsân, sečâlâs
siberialaahul : siberialaahuláin, siberialaahulist, siberialaahulân, siberialaahul
sibžes : sibžáin, sibžást, sibžás, sibžá
sieidi : sieidi , siäidán , sieidist , sieidijn
sieidi : sieidijn, sieidist, siäidán, sieidi
siejâ : siejáin, siejâst, siejân, siejâ
siemâ : siemmân , siemânân , siemânist , siemânáin
siemâ : siemânáin, siemânist, siemânân, siemmân
siemâcirgom : siemâcirgomáin, siemâcirgomist, siemâcirgomân, siemâcirgom
sieptâs : sieptâsáin, sieptâsist, sieptâsân, sieptâs
siergi : siergi , siärgán , siergist , siergijn
siergi : siergijn, siergist, siärgán, siergi
sierrim : sierriimáin, sierriimist, sierriimân, sierrim
sierânistee : sierânistein, sierânistest, sierânistei, sierânistee
sierânistem : sierânistmáin, sierânistmist, sierânistmân, sierânistem
siesta : siestain, siestaast, siestan, siesta
siesta : siestain, siestast, siestan, siesta
signaal : signaaláin, signaalist, signaalân, signaal
signjer : signjeráin, signjerist, signjerân, signjer
siholdâh : siholduv , siholdâhân , siholduvâst , siholduvváin
sihtâ : sihtáin, siihtâst, siihtân, siihtâ
siilak : siilak , silakân , silakist , silakáin
siilak : silakáin, silakist, silakân, siilak
siilak : silakkáin, silakkist, silakkân, siilak
siinap : siinap , sinappân , sinappist , sinappáin
siinap : sinappáin, sinappist, sinappân, siinap
siipuul : sipuláin, sipulist, sipulân, siipuul
siireen : sirenáin, sirenist, sirenân, siireen
siiskiš : siskii , [siskižân, siskiižân] , siskiist , siskijn
siiviil : siviláin, sivilist, sivilân, siiviil
sijdâ : sijdáin, siijdâst, siijdân, siijdâ
sijmá : siijmá , siijmán , siijmást , sijmáin
sijmá : sijmáin, siijmást, siijmán, siijmá
sijvo : [siijvo, sijvo] , siijvon , siijvost , sijvoin : 
silbâ : silbáin, siilbâst, siilbân, siilbâ
sildáttâs : sildáttâssáin, sildáttâsâst, sildáttâsân, sildáttâs
silkkehaigar : silkkehaigaráin, silkkehaigarist, silkkehaigarân, silkkehaigar
sillee : sillein, sillest, sillei, sillee
sillim : silliimáin, silliimist, silliimân, sillim
simpans : simpansáin, simpansist, simpansân, simpans
simputtem : simputmáin, simputmist, simputmân, simputtem
sino : sino , sinon , siinoost , sinoin
sinočuoppâm : sinočuoppâmáin, sinočuoppâmist, sinočuoppâmân, sinočuoppâm
sirkkel : sirkkeláin, sirkkelist, sirkkelân, sirkkel
siskáldâs : siskáldâssáin, siskáldâsâst, siskáldâsân, siskáldâs
sisliegâdeijee : sisliegâdeijein, sisliegâdeijest, sisliegâdeijei, sisliegâdeijee
sisu : sisuin, sisust, sisun, sisu
sitra : sitrain, sitrast, sitran, sitra
sitruun : sitruunáin, sitruunist, sitruunân, sitruun
sivlá : sivlá , siivlán , sivláást , sivláin
sivlá : sivláin, sivláást, siivlán, sivlá
sivnádâs : sivnádâssáin, sivnádâsâst, sivnádâsân, sivnádâs
siäivum : siäivumáin, siäivumist, siäivumân, siäivum
siämu : siämmun , siämunân , siämunist , siämunáin
siämu : siämunáin, siämunist, siämunân, siämmun
siäpulâs : siäpulâs , siäpulâsân , siäpulâsâst , siäpulâssáin
siäpulâs : siäpulâssáin, siäpulâsâst, siäpulâsân, siäpulâs
siärvus : siärvus , siärvusân , siärvusist , siärvusáin
siätu : siäđoin, siäđust, siätun, siäđu
siävutteijee : siävutteijein, siävutteijest, siävutteijei, siävutteijee
siävuttâs : siävuttâssáin, siävuttâsâst, siävuttâsân, siävuttâs
siävŋudittem : siävŋuditmáin, siävŋuditmist, siävŋuditmân, siävŋudittem
siävŋul : siävŋuláin, siävŋulist, siävŋulân, siävŋul
siävŋál : siävŋáláin, siävŋálist, siävŋálân, siävŋál
siŋkkâdem : siŋkkâdmáin, siŋkkâdmist, siŋkkâdmân, siŋkkâdem
siŋkkâl : siŋkkâláin, siŋkkâlist, siŋkkâlân, siŋkkâl
skaallân : skalânáin, skalânist, skalânân, skaallân
skammâ : skaamâ , skaamân , skaamâst , skammáin
skanner : skanneráin, skannerist, skannerân, skanner
skappum : skappuumáin, skappuumist, skappuumân, skappum
skarbâ : skarbáin, skaarbâst, skaarbân, skaarbâ
skarfâ : skarfáin, skaarfâst, skaarfân, skaarfâ
skelmâ : skelmáin, skeelmâst, skeelmân, skeelmâ
skihtim : skihtiimáin, skihtiimist, skihtiimân, skihtim
skiillân : skilânáin, skilânist, skilânân, skiillân
skijđee : skijđein, skijđest, skijđei, skijđee
skillig : skilligáin, skilligist, skilligân, skillig
skoollân : skolânáin, skolânist, skolânân, skoollân
skooppân : skopânáin, skopânist, skopânân, skooppân
skoorrân : skorânáin, skorânist, skorânân, skoorrân
skootter : skootteráin, skootterist, skootterân, skootter
skoođâs : skođđâs , skođđâsân , skođđâsist , skođđâsáin
skooččân : skočânáin, skočânist, skočânân, skooččân
skorpion : skorpionáin, skorpionist, skorpionân, skorpion
skovžâ : skovžáin, skoovžâst, skoovžân, skoovžâ
skođâsteijee : skođâsteijein, skođâsteijest, skođâsteijei, skođâsteijee
skuttár : skuttáráin, skuttárist, skuttárân, skuttár
skuáibádâs : skuáibádâssáin, skuáibádâsâst, skuáibádâsân, skuáibádâs
skuáibááttâs : skuáibááttâssáin, skuáibááttâsâst, skuáibááttâsân, skuáibááttâs
skuáppu : skuápu , skuápun , skuápust , skuáppoin
skuážurdâs : skuážurdâssáin, skuážurdâsâst, skuážurdâsân, skuážurdâs
skálžu : skálžoin, skáálžust, skáálžun, skáálžu
skálžu : skáálžu , skáálžun , skáálžust , skálžoin
skážžár : skážžáráin, skážžárist, skážžárân, skážžár
smiergâs : smiergâsáin, smiergâsist, smiergâsân, smiergâs
smiättámuš : smiättámuššáin, smiättámušâst, smiättámušân, smiättámuš
snaartâl : snarttâláin, snarttâlist, snarttâlân, snarttâl
snikkár : snikkáráin, snikkárist, snikkárân, snikkár
snorkkel : snorkkeláin, snorkkelist, snorkkelân, snorkkel
snuolgâ : snuolgáin, snuolgâst, snuolgân, snuolgâ
snáittu : snáittoin, snááitust, snááitun, snááitu
snäldee : snäldein, snäldest, snäldei, snäldee
sohvá : sohvá , soohván , sohváást , sohváin
sohvá : sohváin, sohváást, soohván, sohvá
soicettâs : soicettâssáin, soicettâsâst, soicettâsân, soicettâs
soijá : soijáin, soijáást, sooiján, soijá
sollâ : sooláin, soolâst, soolân, soolâ
sollâ : soolâ , soolân , soolâst , sooláin
sooda : sooda , soodan , soodast , soodain
sooda : soodain, soodast, soodan, sooda
soommân : somânáin, somânist, somânân, soommân
soovsâ : soksâmáin, soksâmist, soksâmân, soksâm
soovsâsiipuul : soovsâsipulijn, soovsâsipulist, soovsâsipulin, soovsâsiipuul
soovâd : sovâdáin, sovâdist, sovâdân, soovâd
sopâmuš : sopâmuš , sopâmušân , sopâmušâst , sopâmuššáin
sopâmuš : sopâmuššáin, sopâmušâst, sopâmušân, sopâmuš
sorttâdem : sorttâdmáin, sorttâdmist, sorttâdmân, sorttâdem
sorvájeijee : sorvájeijein, sorvájeijest, sorvájeijei, sorvájeijee
sorvâ : sorváin, soorvâst, soorvân, soorvâ
sosionom : sosionomáin, sosionomist, sosionomân, sosionom
sottáán : sotánáin, sotánist, sotánân, sottáán
soves : sohásáin, sohásist, sohásân, sohháás
sovkkâleijee : sovkkâleijein, sovkkâleijest, sovkkâleijei, sovkkâleijee
sovđâdâs : sovđâdâssáin, sovđâdâsâst, sovđâdâsân, sovđâdâs
spaagaat : spagattáin, spagattist, spagattân, spaagaat
spaagaat : spagatáin, spagatist, spagatân, spaagaat
spaanjâ : spaanjáin, spaanjâst, spaanjân, spaanjâ
spaassip : spaassipáin, spaassipist, spaassipân, spaassip
spaha : spava , spahan , spavvaast , spavvain
spaha : spavvain, spavvaast, spahan, spava
speeijâl : spejâláin, spejâlist, spejâlân, speeijâl
spektri : spektrijn, spektrist, spektrin, spektri
spektroliit : spektroliitáin, spektroliitist, spektroliitân, spektroliit
spekulistee : spekulistein, spekulistest, spekulistei, spekulistee
spekulistem : spekulistmáin, spekulistmist, spekulistmân, spekulistem
spellâ : spelláin, speelâst, speelân, speelâ
spiiraal : spiraláin, spiralist, spiralân, spiiraal
spiitaal : spitaláin, spitalist, spitalân, spiitaal
spijkkár : spijkkáráin, spijkkárist, spijkkárân, spijkkár
spijkár : spijkáráin, spijkárist, spijkárân, spijkár
spiđgám : spiđgáámáin, spiđgáámist, spiđgáámân, spiđgám
spižá : spižáin, spižáást, spiižán, spižá
spoorrân : sporânáin, sporânist, sporânân, spoorrân
sporijdem : sporijdem , spoorijdmân , spoorijdmist , spoorijdmáin
spáálváš : spálváá , [spálvážân, spáálvážân] , spálváást , spálváin
spääilih : späilih , späilihân , späilihist , späiliháin
spääilih : späiliháin, späilihist, späilihân, späilih
sraŋgâ : sraŋgáin, sraaŋgâst, sraaŋgân, sraaŋgâ
sreevâ : sreeváin, sreevâst, sreevân, sreevâ
sruuvâ : sruuváin, sruuvâst, sruuvân, sruuvâ
staappâl : stapâláin, stapâlist, stapâlân, staappâl
staavvâl : stavâláin, stavâlist, stavâlân, staavvâl
steariin : stearináin, stearinist, stearinân, steariin
steeikâ : steikkuin, steikkust, steikkui, steikkuu
steevvil : steviláin, stevilist, stevilân, steevvil
stellejeijee : stellejeijein, stellejeijest, stellejeijei, stellejeijee
stelliilmâs : stelliilmâssáin, stelliilmâsâst, stelliilmâsân, stelliilmâs
stelliittâs : stelliittâssáin, stelliittâsâst, stelliittâsân, stelliittâs
stellim : stelliimáin, stelliimist, stelliimân, stellim
stemppâl : stemppâláin, stemppâlist, stemppâlân, stemppâl
stetoskoop : stetoskoopáin, stetoskoopist, stetoskoopân, stetoskoop
stiivrâm : stivrâmáin, stivrâmist, stivrâmân, stivrâm
stimulâs : stimulâssáin, stimulâsâst, stimulâsân, stimulâs
stirccom : stirccomáin, stirccomist, stirccomân, stirccom
stivlee : stivlein, stivlest, stivlei, stivlee
stivrejeijee : stivrejeijein, stivrejeijest, stivrejeijei, stivrejeijee
stivrim : stivriimáin, stivriimist, stivriimân, stivrim
stivrâ : stivráin, stiivrâst, stiivrân, stiivrâ
stiämmájeijee : stiämmájeijein, stiämmájeijest, stiämmájeijei, stiämmájeijee
stohvâl : stohvâláin, stohvâlist, stohvâlân, stohvâl
stormâ : stormáin, stoormâst, stoormân, stoormâ
stovli : stoovli , stoovlin , stoovlist , stovlijn
stuert : stuertáin, stuertist, stuertân, stuert
stuorrâviettuu : stuorrâviettuin, stuorrâviettust, stuorrâviettui, stuorrâviettuu
styeredem : styeredem , styereedmân , styereedmist , styereedmáin
stáinár : stáináráin, stáinárist, stáinárân, stáinár
stáálu : stálo , stáálun , stááloost , stáloin
stáálu : stáálu , stáálun , stáálust , stááloin
stäjideijee : stäjideijein, stäjideijest, stäjideijei, stäjideijee
suddo : suddoin, suddoost, suudon, sudo
suddo : sudo , suudon , suddoost , suddoin
suddâdâs : suddâdâssáin, suddâdâsâst, suddâdâsân, suddâdâs
suddâm : suddâmáin, suddâmist, suddâmân, suddâm
sudetteijee : sudetteijein, sudetteijest, sudetteijei, sudetteijee
suhâpelorgaan : suhâpelorgaanáin, suhâpelorgaanist, suhâpelorgaanân, suhâpelorgaan
sujâttâs : sujâttâssáin, sujâttâsâst, sujâttâsân, sujâttâs
sukkul : sukkuláin, sukkulist, sukkulân, sukkul
sukká : suhháin, suhháást, suukán, suhá
sukká : suhá , suukán , suhháást , suhháin
sukkâr : sukkâráin, sukkârist, sukkârân, sukkâr
sulfaat : sulfaatáin, sulfaatist, sulfaatân, sulfaat
sulfit : sulfitáin, sulfitist, sulfitân, sulfit
sullâ : suuláin, suulâst, suulân, suulâ
sumohiäibum : sumohiäibumáin, sumohiäibumist, sumohiäibumân, sumohiäibum
sundee : sundein, sundest, sundei, sundee
sundákkâs : sundákkâssáin, sundákkâsâst, sundákkâsân, sundákkâs
sundásteijee : sundásteijein, sundásteijest, sundásteijei, sundásteijee
sundástâs : sundástâssáin, sundástâsâst, sundástâsân, sundástâs
sundáttâllee : sundáttâllein, sundáttâllest, sundáttâllei, sundáttâllee
suoggâm : suoggâmáin, suoggâmist, suoggâmân, suoggâm
suogâ : suoggâmáin, suoggâmist, suoggâmân, suoggâm
suohâd : suohâd , suohâdân , suohâdist , suohâdáin
suohâd : suohâdáin, suohâdist, suohâdân, suohâd
suoinâlm : suoinâlmáin, suoinâlmist, suoinâlmân, suoinâlm
suoivâ : suoivuin, suoivust, suoivui, suoivuu
suoivânâs : suoivânâssáin, suoivânâsâst, suoivânâsân, suoivânâs
suojâlus : suojâlussáin, suojâlusâst, suojâlusân, suojâlus
suolâ : suoláin, suolâst, suolân, suolâ
suonjârdem : suonjârdem , suonjârdmân , suonjârdmist , suonjârdmáin
suonâ : suonáin, suonâst, suonân, suonâ
suonâ : suonâ , suonân , suonâst , suonáin
suoppâin : suoppâin , suopânjân , suopânjist , suopânjáin
suoppânj : suoppânj , suopânjân , suopânjist , suopânjáin
suormâ : suormáin, suormâst, suormân, suormâ
suormâhâs : suormâhâssáin, suormâhâsâst, suormâhâsân, suormâhâs
suormâoornig : suormâoornigáin, suormâoornigist, suormâoornigân, suormâoornig
suormâs : suormâs , suormâsân , suormâsist , suormâsáin
suormâs : suormâsáin, suormâsist, suormâsân, suormâs
suormâs : suormâsáin, suormâsist, suormâsân, suormâs
suorâg : suorâgáin, suorâgist, suorâgân, suorâg
suosâ : suosáin, suosâst, suosân, suosâ
suotâstâllâm : suotâstâlmáin, suotâstâlmist, suotâstâlmân, suotâstâllâm
suovkkâ : suovháin, suovhâst, suovkân, suovhâ
suovâ : suováin, suovâst, suovân, suovâ
supe : suve , supán , suuveest , suuvijn
suptâ : suptáin, suuptâst, suuptân, suuptâ
sutto : suto , suuton , suttoost , suttoin
sutto : suttoin, suttoost, suuton, suto
suuhâ : suvváin, suuvâst, suuhân, suuvâ
suuhâm : suhâmáin, suhâmist, suhâmân, suuhâm
suuhâm : suuhâm , suhâmân , suhâmist , suhâmáin
suuijâm : sujâmáin, sujâmist, sujâmân, suuijâm
suulá : suuláin, suulást, suulán, suulá
suuvdár : suuvdáráin, suuvdárist, suuvdárân, suuvdár
suuvrâm : suvrâmáin, suvrâmist, suvrâmân, suvrâm
suvdem : suvdemáin, suvdemist, suvdemân, suvdem
suvrom : suvromáin, suvromist, suvromân, suvrom
suvrâ : suvráin, suuvrâst, suuvrân, suuvrâ
suáhisukkâr : suáhisukkâráin, suáhisukkârist, suáhisukkârân, suáhisukkâr
suáittu : suáitu , suáitun , suáitust , suáittoin
suájá : : suájá , suáján , suájáást , suájáin
suáldát : suáldáttáin, suáldáttist, suáldáttân, suáldát
suálnum : suálnumáin, suálnumist, suálnumân, suálnum
suálui : suolluin, suollust, suollui, suolluu
suánju : suánju , suánjun , suánjust , suánjoin
suárgus : suárgusáin, suárgusist, suárgusân, suárgus
suávvil : suávviláin, suávvilist, suávvilân, suávvil
syebdee : syebdein, syebdest, syebdei, syebdee
syeini : syeini , suáinán , syeinist , suoinijn
syeinisiipuul : syeinisipulijn, syeinisipulist, syeinisipulin, syeinisiipuul
syeji : syeje , suáján , syejeest , suoijijn
syelivákšojeijee : syelivákšojeijein, syelivákšojeijest, syelivákšojeijei, syelivákšojeijee
syergi : syergi , suárgán , syergist , suorgijn
syergis : suárgásáin, suárgásist, suárgásân, suárgás
syevŋis : suávŋáin, suávŋást, suávŋás, suávŋá
